test_id,camera_count,program_sec,video_sec,label
LBP00,0,147,00:02:24,0
LBP00,0,148,00:02:25,0
LBP00,0,149,00:02:26,0
LBP00,0,150,00:02:27,0
LBP00,0,151,00:02:28,0
LBP00,0,152,00:02:29,0
LBP00,0,153,00:02:30,0
LBP00,0,154,00:02:31,0
LBP00,0,155,00:02:32,0
LBP00,0,156,00:02:33,0
LBP00,0,157,00:02:34,0
LBP00,0,158,00:02:35,0
LBP00,0,159,00:02:36,0
LBP00,0,160,00:02:37,0
LBP00,0,161,00:02:38,0
LBP00,0,162,00:02:39,0
LBP00,0,163,00:02:40,0
LBP00,0,164,00:02:41,0
LBP00,0,165,00:02:42,0
LBP00,0,166,00:02:43,0
LBP00,0,167,00:02:44,0
LBP00,0,168,00:02:45,0
LBP00,0,169,00:02:46,0
LBP00,0,170,00:02:47,0
LBP00,0,171,00:02:48,0
LBP00,0,172,00:02:49,0
LBP00,0,173,00:02:50,0
LBP00,0,174,00:02:51,0
LBP00,0,175,00:02:52,0
LBP00,0,176,00:02:53,0
LBP00,0,177,00:02:54,0
LBP00,0,178,00:02:55,0
LBP00,0,179,00:02:56,0
LBP00,0,180,00:02:57,0
LBP00,0,181,00:02:58,0
LBP00,0,182,00:02:59,0
LBP00,0,183,00:03:00,0
LBP00,0,184,00:03:01,0
LBP00,0,185,00:03:02,0
LBP00,1,1,NA,NA
LBP00,1,2,NA,NA
LBP00,1,3,NA,NA
LBP00,1,4,00:00:01,0
LBP00,1,5,00:00:02,0
LBP00,1,6,00:00:03,0
LBP00,1,7,00:00:04,0
LBP00,1,8,00:00:05,0
LBP00,1,9,00:00:06,0
LBP00,1,10,00:00:07,0
LBP00,1,11,00:00:08,0
LBP00,1,12,00:00:09,0
LBP00,1,13,00:00:10,0
LBP00,1,14,00:00:11,0
LBP00,1,15,00:00:12,0
LBP00,1,16,00:00:13,0
LBP00,1,17,00:00:14,0
LBP00,1,18,00:00:15,0
LBP00,1,19,00:00:16,0
LBP00,1,20,00:00:17,0
LBP00,1,21,00:00:18,0
LBP00,1,22,00:00:19,0
LBP00,1,23,00:00:20,0
LBP00,1,24,00:00:21,0
LBP00,1,25,00:00:22,0
LBP00,1,26,00:00:23,0
LBP00,1,27,00:00:24,0
LBP00,1,28,00:00:25,0
LBP00,1,29,00:00:26,0
LBP00,1,30,00:00:27,0
LBP00,1,31,00:00:28,0
LBP00,1,32,00:00:29,0
LBP00,1,33,00:00:30,0
LBP00,1,34,00:00:31,0
LBP00,1,35,00:00:32,0
LBP00,1,36,00:00:33,0
LBP00,1,37,00:00:34,0
LBP00,1,38,00:00:35,0
LBP00,1,39,00:00:36,0
LBP00,1,40,00:00:37,0
LBP00,1,41,00:00:38,0
LBP00,1,42,00:00:39,0
LBP00,1,43,00:00:40,0
LBP00,1,44,00:00:41,0
LBP00,1,45,00:00:42,0
LBP00,1,46,00:00:43,0
LBP00,1,47,00:00:44,0
LBP00,1,48,00:00:45,0
LBP00,1,49,00:00:46,0
LBP00,1,50,00:00:47,0
LBP00,1,51,00:00:48,0
LBP00,1,52,00:00:49,0
LBP00,1,53,00:00:50,0
LBP00,1,54,00:00:51,0
LBP00,1,55,00:00:52,0
LBP00,1,56,00:00:53,0
LBP00,1,57,00:00:54,0
LBP00,1,58,00:00:55,0
LBP00,1,59,00:00:56,0
LBP00,1,60,00:00:57,0
LBP00,1,61,00:00:58,0
LBP00,1,62,00:00:59,0
LBP00,1,63,00:01:00,0
LBP00,1,64,00:01:01,0
LBP00,1,65,00:01:02,0
LBP00,1,66,00:01:03,0
LBP00,1,67,00:01:04,0
LBP00,1,68,00:01:05,0
LBP00,1,69,00:01:06,0
LBP00,1,70,00:01:07,0
LBP00,1,71,00:01:08,0
LBP00,1,72,00:01:09,0
LBP00,1,73,00:01:10,0
LBP00,1,74,00:01:11,0
LBP00,1,75,00:01:12,0
LBP00,1,76,00:01:13,0
LBP00,1,77,00:01:14,0
LBP00,1,78,00:01:15,0
LBP00,1,79,00:01:16,0
LBP00,1,80,00:01:17,0
LBP00,1,81,00:01:18,0
LBP00,1,82,00:01:19,0
LBP00,1,83,00:01:20,0
LBP00,1,84,00:01:21,0
LBP00,1,85,00:01:22,0
LBP00,1,86,00:01:23,0
LBP00,1,87,00:01:24,0
LBP00,1,88,00:01:25,0
LBP00,1,89,00:01:26,0
LBP00,1,90,00:01:27,0
LBP00,1,91,00:01:28,0
LBP00,1,92,00:01:29,0
LBP00,1,93,00:01:30,0
LBP00,1,94,00:01:31,0
LBP00,1,95,00:01:32,0
LBP00,1,96,00:01:33,0
LBP00,1,97,00:01:34,0
LBP00,1,98,00:01:35,0
LBP00,1,99,00:01:36,1
LBP00,1,100,00:01:37,1
LBP00,1,101,00:01:38,1
LBP00,1,102,00:01:39,1
LBP00,1,103,00:01:40,1
LBP00,1,104,00:01:41,1
LBP00,1,105,00:01:42,1
LBP00,1,106,00:01:43,1
LBP00,1,107,00:01:44,1
LBP00,1,108,00:01:45,1
LBP00,1,109,00:01:46,1
LBP00,1,110,00:01:47,1
LBP00,1,111,00:01:48,1
LBP00,1,112,00:01:49,1
LBP00,1,113,00:01:50,1
LBP00,1,114,00:01:51,1
LBP00,1,115,00:01:52,1
LBP00,1,116,00:01:53,1
LBP00,1,117,00:01:54,1
LBP00,1,118,00:01:55,1
LBP00,1,119,00:01:56,1
LBP00,1,120,00:01:57,1
LBP00,1,121,00:01:58,1
LBP00,1,122,00:01:59,1
LBP00,1,123,00:02:00,1
LBP00,1,124,00:02:01,1
LBP00,1,125,00:02:02,1
LBP00,1,126,00:02:03,1
LBP00,1,127,00:02:04,1
LBP00,1,128,00:02:05,1
LBP00,1,129,00:02:06,1
LBP00,1,130,00:02:07,1
LBP00,1,131,00:02:08,1
LBP00,1,132,00:02:09,1
LBP00,1,133,00:02:10,1
LBP00,1,134,00:02:11,1
LBP00,1,135,00:02:12,1
LBP00,1,136,00:02:13,1
LBP00,1,137,00:02:14,1
LBP00,1,138,00:02:15,1
LBP00,1,139,00:02:16,1
LBP00,1,140,00:02:17,1
LBP00,1,141,00:02:18,1
LBP00,1,142,00:02:19,1
LBP00,1,143,00:02:20,1
LBP00,1,144,00:02:21,1
LBP00,1,145,00:02:22,1
LBP00,1,146,00:02:23,1
LBP00,1,147,00:02:24,1
LBP00,1,148,00:02:25,1
LBP00,1,149,00:02:26,1
LBP00,1,150,00:02:27,1
LBP00,1,151,00:02:28,1
LBP00,1,152,00:02:29,1
LBP00,1,153,00:02:30,1
LBP00,1,154,00:02:31,1
LBP00,1,155,00:02:32,1
LBP00,1,156,00:02:33,1
LBP00,1,157,00:02:34,1
LBP00,1,158,00:02:35,1
LBP00,1,159,00:02:36,1
LBP00,1,160,00:02:37,1
LBP00,1,161,00:02:38,1
LBP00,1,162,00:02:39,1
LBP00,1,163,00:02:40,1
LBP00,1,164,00:02:41,1
LBP00,1,165,00:02:42,1
LBP00,1,166,00:02:43,1
LBP00,1,167,00:02:44,1
LBP00,1,168,00:02:45,1
LBP00,1,169,00:02:46,1
LBP00,1,170,00:02:47,1
LBP00,1,171,00:02:48,1
LBP00,1,172,00:02:49,1
LBP00,1,173,00:02:50,1
LBP00,1,174,00:02:51,1
LBP00,1,175,00:02:52,1
LBP00,1,176,00:02:53,1
LBP00,1,177,00:02:54,1
LBP00,1,178,00:02:55,1
LBP00,1,179,00:02:56,1
LBP00,1,180,00:02:57,1
LBP00,1,181,00:02:58,1
LBP00,1,182,00:02:59,1
LBP00,1,183,00:03:00,1
LBP00,1,184,00:03:01,1
LBP00,1,185,00:03:02,1
LBP00,2,1,NA,NA
LBP00,2,2,NA,NA
LBP00,2,3,NA,NA
LBP00,2,4,00:00:01,0
LBP00,2,5,00:00:02,0
LBP00,2,6,00:00:03,0
LBP00,2,7,00:00:04,0
LBP00,2,8,00:00:05,0
LBP00,2,9,00:00:06,0
LBP00,2,10,00:00:07,0
LBP00,2,11,00:00:08,0
LBP00,2,12,00:00:09,0
LBP00,2,13,00:00:10,0
LBP00,2,14,00:00:11,0
LBP00,2,15,00:00:12,0
LBP00,2,16,00:00:13,0
LBP00,2,17,00:00:14,0
LBP00,2,18,00:00:15,0
LBP00,2,19,00:00:16,0
LBP00,2,20,00:00:17,0
LBP00,2,21,00:00:18,0
LBP00,2,22,00:00:19,0
LBP00,2,23,00:00:20,0
LBP00,2,24,00:00:21,0
LBP00,2,25,00:00:22,0
LBP00,2,26,00:00:23,0
LBP00,2,27,00:00:24,0
LBP00,2,28,00:00:25,0
LBP00,2,29,00:00:26,0
LBP00,2,30,00:00:27,0
LBP00,2,31,00:00:28,0
LBP00,2,32,00:00:29,0
LBP00,2,33,00:00:30,0
LBP00,2,34,00:00:31,0
LBP00,2,35,00:00:32,0
LBP00,2,36,00:00:33,0
LBP00,2,37,00:00:34,0
LBP00,2,38,00:00:35,0
LBP00,2,39,00:00:36,0
LBP00,2,40,00:00:37,0
LBP00,2,41,00:00:38,0
LBP00,2,42,00:00:39,0
LBP00,2,43,00:00:40,0
LBP00,2,44,00:00:41,0
LBP00,2,45,00:00:42,0
LBP00,2,46,00:00:43,0
LBP00,2,47,00:00:44,0
LBP00,2,48,00:00:45,0
LBP00,2,49,00:00:46,0
LBP00,2,50,00:00:47,0
LBP00,2,51,00:00:48,0
LBP00,2,52,00:00:49,0
LBP00,2,53,00:00:50,0
LBP00,2,54,00:00:51,0
LBP00,2,55,00:00:52,0
LBP00,2,56,00:00:53,0
LBP00,2,57,00:00:54,0
LBP00,2,58,00:00:55,0
LBP00,2,59,00:00:56,0
LBP00,2,60,00:00:57,0
LBP00,2,61,00:00:58,0
LBP00,2,62,00:00:59,0
LBP00,2,63,00:01:00,0
LBP00,2,64,00:01:01,0
LBP00,2,65,00:01:02,0
LBP00,2,66,00:01:03,0
LBP00,2,67,00:01:04,0
LBP00,2,68,00:01:05,0
LBP00,2,69,00:01:06,0
LBP00,2,70,00:01:07,0
LBP00,2,71,00:01:08,0
LBP00,2,72,00:01:09,0
LBP00,2,73,00:01:10,0
LBP00,2,74,00:01:11,0
LBP00,2,75,00:01:12,0
LBP00,2,76,00:01:13,0
LBP00,2,77,00:01:14,0
LBP00,2,78,00:01:15,0
LBP00,2,79,00:01:16,0
LBP00,2,80,00:01:17,0
LBP00,2,81,00:01:18,0
LBP00,2,82,00:01:19,0
LBP00,2,83,00:01:20,0
LBP00,2,84,00:01:21,0
LBP00,2,85,00:01:22,0
LBP00,2,86,00:01:23,0
LBP00,2,87,00:01:24,0
LBP00,2,88,00:01:25,0
LBP00,2,89,00:01:26,0
LBP00,2,90,00:01:27,0
LBP00,2,91,00:01:28,0
LBP00,2,92,00:01:29,0
LBP00,2,93,00:01:30,0
LBP00,2,94,00:01:31,0
LBP00,2,95,00:01:32,0
LBP00,2,96,00:01:33,0
LBP00,2,97,00:01:34,0
LBP00,2,98,00:01:35,0
LBP00,2,99,00:01:36,0
LBP00,2,100,00:01:37,0
LBP00,2,101,00:01:38,0
LBP00,2,102,00:01:39,0
LBP00,2,103,00:01:40,0
LBP00,2,104,00:01:41,0
LBP00,2,105,00:01:42,0
LBP00,2,106,00:01:43,0
LBP00,2,107,00:01:44,0
LBP00,2,108,00:01:45,0
LBP00,2,109,00:01:46,0
LBP00,2,110,00:01:47,0
LBP00,2,111,00:01:48,0
LBP00,2,112,00:01:49,0
LBP00,2,113,00:01:50,0
LBP00,2,114,00:01:51,0
LBP00,2,115,00:01:52,0
LBP00,2,116,00:01:53,0
LBP00,2,117,00:01:54,0
LBP00,2,118,00:01:55,0
LBP00,2,119,00:01:56,0
LBP00,2,120,00:01:57,0
LBP00,2,121,00:01:58,0
LBP00,2,122,00:01:59,0
LBP00,2,123,00:02:00,0
LBP00,2,124,00:02:01,0
LBP00,2,125,00:02:02,0
LBP00,2,126,00:02:03,0
LBP00,2,127,00:02:04,0
LBP00,2,128,00:02:05,0
LBP00,2,129,00:02:06,0
LBP00,2,130,00:02:07,0
LBP00,2,131,00:02:08,0
LBP00,2,132,00:02:09,0
LBP00,2,133,00:02:10,0
LBP00,2,134,00:02:11,0
LBP00,2,135,00:02:12,0
LBP00,2,136,00:02:13,0
LBP00,2,137,00:02:14,0
LBP00,2,138,00:02:15,0
LBP00,2,139,00:02:16,0
LBP00,2,140,00:02:17,0
LBP00,2,141,00:02:18,0
LBP00,2,142,00:02:19,0
LBP00,2,143,00:02:20,0
LBP00,2,144,00:02:21,0
LBP00,2,145,00:02:22,0
LBP00,2,146,00:02:23,0
LBP00,2,147,00:02:24,0
LBP00,2,148,00:02:25,0
LBP00,2,149,00:02:26,0
LBP00,2,150,00:02:27,0
LBP00,2,151,00:02:28,0
LBP00,2,152,00:02:29,0
LBP00,2,153,00:02:30,0
LBP00,2,154,00:02:31,0
LBP00,2,155,00:02:32,0
LBP00,2,156,00:02:33,0
LBP00,2,157,00:02:34,0
LBP00,2,158,00:02:35,0
LBP00,2,159,00:02:36,0
LBP00,2,160,00:02:37,0
LBP00,2,161,00:02:38,0
LBP00,2,162,00:02:39,0
LBP00,2,163,00:02:40,0
LBP00,2,164,00:02:41,0
LBP00,2,165,00:02:42,0
LBP00,2,166,00:02:43,0
LBP00,2,167,00:02:44,0
LBP00,2,168,00:02:45,0
LBP00,2,169,00:02:46,0
LBP00,2,170,00:02:47,0
LBP00,2,171,00:02:48,0
LBP00,2,172,00:02:49,0
LBP00,2,173,00:02:50,0
LBP00,2,174,00:02:51,0
LBP00,2,175,00:02:52,0
LBP00,2,176,00:02:53,0
LBP00,2,177,00:02:54,0
LBP00,2,178,00:02:55,0
LBP00,2,179,00:02:56,0
LBP00,2,180,00:02:57,0
LBP00,2,181,00:02:58,0
LBP00,2,182,00:02:59,0
LBP00,2,183,00:03:00,0
LBP00,2,184,00:03:01,0
LBP00,2,185,00:03:02,0
LBP01,0,1,NA,NA
LBP01,0,2,NA,NA
LBP01,0,3,NA,NA
LBP01,0,4,00:00:01,0
LBP01,0,5,00:00:02,0
LBP01,0,6,00:00:03,0
LBP01,0,7,00:00:04,0
LBP01,0,8,00:00:05,0
LBP01,0,9,00:00:06,0
LBP01,0,10,00:00:07,0
LBP01,0,11,00:00:08,0
LBP01,0,12,00:00:09,0
LBP01,0,13,00:00:10,0
LBP01,0,14,00:00:11,0
LBP01,0,15,00:00:12,0
LBP01,0,16,00:00:13,0
LBP01,0,17,00:00:14,0
LBP01,0,18,00:00:15,0
LBP01,0,19,00:00:16,0
LBP01,0,20,00:00:17,0
LBP01,0,21,00:00:18,0
LBP01,0,22,00:00:19,0
LBP01,0,23,00:00:20,0
LBP01,0,24,00:00:21,0
LBP01,0,25,00:00:22,0
LBP01,0,26,00:00:23,0
LBP01,0,27,00:00:24,0
LBP01,0,28,00:00:25,0
LBP01,0,29,00:00:26,0
LBP01,0,30,00:00:27,0
LBP01,0,31,00:00:28,0
LBP01,0,32,00:00:29,0
LBP01,0,33,00:00:30,0
LBP01,0,34,00:00:31,0
LBP01,0,35,00:00:32,0
LBP01,0,36,00:00:33,0
LBP01,0,37,00:00:34,0
LBP01,0,38,00:00:35,0
LBP01,0,39,00:00:36,0
LBP01,0,40,00:00:37,0
LBP01,0,41,00:00:38,0
LBP01,0,42,00:00:39,0
LBP01,0,43,00:00:40,0
LBP01,0,44,00:00:41,0
LBP01,0,45,00:00:42,0
LBP01,0,46,00:00:43,0
LBP01,0,47,00:00:44,0
LBP01,0,48,00:00:45,0
LBP01,0,49,00:00:46,0
LBP01,0,50,00:00:47,0
LBP01,0,51,00:00:48,0
LBP01,0,52,00:00:49,0
LBP01,0,53,00:00:50,0
LBP01,0,54,00:00:51,0
LBP01,0,55,00:00:52,0
LBP01,0,56,00:00:53,0
LBP01,0,57,00:00:54,0
LBP01,0,58,00:00:55,0
LBP01,0,59,00:00:56,0
LBP01,0,60,00:00:57,0
LBP01,0,61,00:00:58,0
LBP01,0,62,00:00:59,0
LBP01,0,63,00:01:00,0
LBP01,0,64,00:01:01,0
LBP01,0,65,00:01:02,0
LBP01,0,66,00:01:03,0
LBP01,0,67,00:01:04,0
LBP01,0,68,00:01:05,0
LBP01,0,69,00:01:06,0
LBP01,0,70,00:01:07,0
LBP01,0,71,00:01:08,0
LBP01,0,72,00:01:09,0
LBP01,0,73,00:01:10,0
LBP01,0,74,00:01:11,0
LBP01,0,75,00:01:12,0
LBP01,0,76,00:01:13,0
LBP01,0,77,00:01:14,0
LBP01,0,78,00:01:15,0
LBP01,0,79,00:01:16,0
LBP01,0,80,00:01:17,0
LBP01,0,81,00:01:18,0
LBP01,0,82,00:01:19,0
LBP01,0,83,00:01:20,0
LBP01,0,84,00:01:21,0
LBP01,0,85,00:01:22,0
LBP01,0,86,00:01:23,0
LBP01,0,87,00:01:24,0
LBP01,0,88,00:01:25,0
LBP01,0,89,00:01:26,0
LBP01,0,90,00:01:27,0
LBP01,0,91,00:01:28,0
LBP01,0,92,00:01:29,0
LBP01,0,93,00:01:30,0
LBP01,0,94,00:01:31,0
LBP01,0,95,00:01:32,0
LBP01,0,96,00:01:33,0
LBP01,0,97,00:01:34,0
LBP01,0,98,00:01:35,0
LBP01,0,99,00:01:36,0
LBP01,0,100,00:01:37,0
LBP01,0,101,00:01:38,0
LBP01,0,102,00:01:39,0
LBP01,0,103,00:01:40,1
LBP01,0,104,00:01:41,1
LBP01,0,105,00:01:42,1
LBP01,0,106,00:01:43,1
LBP01,0,107,00:01:44,1
LBP01,0,108,00:01:45,1
LBP01,0,109,00:01:46,1
LBP01,0,110,00:01:47,1
LBP01,0,111,00:01:48,1
LBP01,0,112,00:01:49,1
LBP01,0,113,00:01:50,1
LBP01,0,114,00:01:51,1
LBP01,0,115,00:01:52,1
LBP01,0,116,00:01:53,1
LBP01,0,117,00:01:54,1
LBP01,0,118,00:01:55,1
LBP01,0,119,00:01:56,1
LBP01,0,120,00:01:57,1
LBP01,0,121,00:01:58,1
LBP01,0,122,00:01:59,1
LBP01,0,123,00:02:00,1
LBP01,0,124,00:02:01,1
LBP01,0,125,00:02:02,1
LBP01,0,126,00:02:03,1
LBP01,0,127,00:02:04,1
LBP01,0,128,00:02:05,1
LBP01,0,129,00:02:06,1
LBP01,0,130,00:02:07,1
LBP01,0,131,00:02:08,1
LBP01,0,132,00:02:09,1
LBP01,0,133,00:02:10,1
LBP01,0,134,00:02:11,1
LBP01,0,135,00:02:12,1
LBP01,0,136,00:02:13,1
LBP01,0,137,00:02:14,1
LBP01,0,138,00:02:15,1
LBP01,0,139,00:02:16,1
LBP01,0,140,00:02:17,1
LBP01,0,141,00:02:18,1
LBP01,0,142,00:02:19,1
LBP01,0,143,00:02:20,1
LBP01,0,144,00:02:21,1
LBP01,0,145,00:02:22,1
LBP01,0,146,00:02:23,1
LBP01,0,147,00:02:24,1
LBP01,0,148,00:02:25,1
LBP01,0,149,00:02:26,1
LBP01,0,150,00:02:27,1
LBP01,0,151,00:02:28,1
LBP01,0,152,00:02:29,1
LBP01,0,153,00:02:30,1
LBP01,0,154,00:02:31,1
LBP01,0,155,00:02:32,1
LBP01,0,156,00:02:33,1
LBP01,0,157,00:02:34,1
LBP01,0,158,00:02:35,1
LBP01,0,159,00:02:36,1
LBP01,0,160,00:02:37,1
LBP01,0,161,00:02:38,1
LBP01,0,162,00:02:39,1
LBP01,0,163,00:02:40,1
LBP01,0,164,00:02:41,1
LBP01,0,165,00:02:42,1
LBP01,0,166,00:02:43,1
LBP01,0,167,00:02:44,1
LBP01,0,168,00:02:45,1
LBP01,0,169,00:02:46,1
LBP01,0,170,00:02:47,1
LBP01,0,171,00:02:48,1
LBP01,0,172,00:02:49,1
LBP01,0,173,00:02:50,1
LBP01,0,174,00:02:51,1
LBP01,0,175,00:02:52,1
LBP01,0,176,00:02:53,1
LBP01,0,177,00:02:54,1
LBP01,0,178,00:02:55,1
LBP01,0,179,00:02:56,1
LBP01,0,180,00:02:57,1
LBP01,0,181,00:02:58,1
LBP01,0,182,00:02:59,1
LBP01,0,183,00:03:00,1
LBP01,0,184,00:03:01,1
LBP01,0,185,00:03:02,1
LBP01,1,1,NA,NA
LBP01,1,2,NA,NA
LBP01,1,3,NA,NA
LBP01,1,4,00:00:01,0
LBP01,1,5,00:00:02,0
LBP01,1,6,00:00:03,0
LBP01,1,7,00:00:04,0
LBP01,1,8,00:00:05,0
LBP01,1,9,00:00:06,0
LBP01,1,10,00:00:07,0
LBP01,1,11,00:00:08,0
LBP01,1,12,00:00:09,1
LBP01,1,13,00:00:10,1
LBP01,1,14,00:00:11,1
LBP01,1,15,00:00:12,1
LBP01,1,16,00:00:13,1
LBP01,1,17,00:00:14,1
LBP01,1,18,00:00:15,1
LBP01,1,19,00:00:16,1
LBP01,1,20,00:00:17,1
LBP01,1,21,00:00:18,1
LBP01,1,22,00:00:19,1
LBP01,1,23,00:00:20,1
LBP01,1,24,00:00:21,1
LBP01,1,25,00:00:22,1
LBP01,1,26,00:00:23,1
LBP01,1,27,00:00:24,1
LBP01,1,28,00:00:25,1
LBP01,1,29,00:00:26,1
LBP01,1,30,00:00:27,1
LBP01,1,31,00:00:28,1
LBP01,1,32,00:00:29,1
LBP01,1,33,00:00:30,1
LBP01,1,34,00:00:31,1
LBP01,1,35,00:00:32,1
LBP01,1,36,00:00:33,1
LBP01,1,37,00:00:34,1
LBP01,1,38,00:00:35,1
LBP01,1,39,00:00:36,0
LBP01,1,40,00:00:37,0
LBP01,1,41,00:00:38,0
LBP01,1,42,00:00:39,0
LBP01,1,43,00:00:40,1
LBP01,1,44,00:00:41,1
LBP01,1,45,00:00:42,1
LBP01,1,46,00:00:43,1
LBP01,1,47,00:00:44,1
LBP01,1,48,00:00:45,1
LBP01,1,49,00:00:46,1
LBP01,1,50,00:00:47,1
LBP01,1,51,00:00:48,1
LBP01,1,52,00:00:49,1
LBP01,1,53,00:00:50,1
LBP01,1,54,00:00:51,1
LBP01,1,55,00:00:52,1
LBP01,1,56,00:00:53,1
LBP01,1,57,00:00:54,1
LBP01,1,58,00:00:55,1
LBP01,1,59,00:00:56,1
LBP01,1,60,00:00:57,1
LBP01,1,61,00:00:58,1
LBP01,1,62,00:00:59,1
LBP01,1,63,00:01:00,1
LBP01,1,64,00:01:01,1
LBP01,1,65,00:01:02,1
LBP01,1,66,00:01:03,1
LBP01,1,67,00:01:04,1
LBP01,1,68,00:01:05,1
LBP01,1,69,00:01:06,1
LBP01,1,70,00:01:07,1
LBP01,1,71,00:01:08,1
LBP01,1,72,00:01:09,1
LBP01,1,73,00:01:10,1
LBP01,1,74,00:01:11,1
LBP01,1,75,00:01:12,1
LBP01,1,76,00:01:13,1
LBP01,1,77,00:01:14,1
LBP01,1,78,00:01:15,1
LBP01,1,79,00:01:16,1
LBP01,1,80,00:01:17,1
LBP01,1,81,00:01:18,1
LBP01,1,82,00:01:19,1
